BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS971,8099,Purcells Cove Rd After Ramsgate Ln (8099),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS639,8122,Purcells Cove Rd After Sailboat Ln (8122),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS2199,8119,Purcells Cove Rd After Williams Lake Rd (8119),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS970,8098,Purcells Cove Rd At Civic 1162 (8098),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS969,8097,Purcells Cove Rd Before Colindale St (8097),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2196,8116,Purcells Cove Rd Before Westgate Dr (8116),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS643,8126,Quarry Rd Before St Margarets Bay Rd (8126),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS646,8132,Quinpool Rd After Herring Cove Rd (8132),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS960,8168,Ridgevalley Rd Before Bromley Rd (8168),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS961,8169,Ridgevalley Rd Before Highfield St (8169),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1846,8232,Rockingstone Rd At Civic 26 (8232),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1134,8344,Springvale Ave Before Joseph Howe Dr (8344),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS443,6144,St Margarets Bay Rd After Beech Tree Run (6144),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS2789,2035,St Margarets Bay Rd After Crescent Ave (2035),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS457,6158,St Margarets Bay Rd After Crown Dr (6158),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS369,6187,St Margarets Bay Rd After Ferndale Dr (6187),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS451,6152,St Margarets Bay Rd After Halfmile Ln (6152),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS452,6153,St Margarets Bay Rd After Lakeside Park Dr (6153),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS370,6188,St Margarets Bay Rd After Lakeside Park Dr (6188),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS367,6185,St Margarets Bay Rd At Civic 1262 (6185),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS462,6163,St Margarets Bay Rd At Civic 1445 (6163),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS562,6178,St Margarets Bay Rd At Civic 1697 (6178),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS444,6145,St Margarets Bay Rd At Civic 1817 (6145),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS554,6170,St Margarets Bay Rd At Civic 1922 (6170),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS556,6172,St Margarets Bay Rd At Civic 1980 (6172),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS561,6177,St Margarets Bay Rd At Donovon Dr (6177),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS449,6150,St Margarets Bay Rd At Klefenz Ln (6150),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS555,6171,St Margarets Bay Rd Before Alderwood Dr (6171),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS461,6162,St Margarets Bay Rd Before Beech Tree Run (6162),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS560,6176,St Margarets Bay Rd Before Devonshire Dr (6176),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS458,6159,St Margarets Bay Rd Before Fairmount Rd (6159),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS467,6169,St Margarets Bay Rd Before Ferndale Dr (6169),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS446,6147,St Margarets Bay Rd Before North Green Rd (6147),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS464,6165,St Margarets Bay Rd Before Power Terr (6165),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS564,6180,St Margarets Bay Rd Before Raines Mill Rd (6180),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS456,6157,St Margarets Bay Rd Before Sheppards Run (6157),SW Contract Zone 4,,PRI2,PRPAMAIN,SHELTER
BS563,6179,St Margarets Bay Rd Before Sheppards Run (6179),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS447,6148,St Margarets Bay Rd Before Wilbert Devoe Cr (6148),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS567,6183,St Margarets Bay Rd Opposite Bakers Dr (6183),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS699,8367,Susie Lake Cr After Chain Lake Dr (8367),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS698,8366,Susie Lake Cr Before Chain Lake Dr (8366),SW Contract Zone 4,,PRI2,PRPAMAIN,<Null>
BS701,8370,Tamarack Dr After Medina Ct (8370),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS702,8371,Tamarack Dr After Mountain Rd (8371),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3269,2174,Theakston Ave After Danforth Rd (2174),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3264,2169,Titanium Cr After Travertine Ct (2169),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3281,2189,Titanium Cr Before Alabaster Way (2189),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1288,8809,Walter Havill Dr After North West Arm Dr (8809),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1308,8802,Walter Havill Dr After Osborne St (8802),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1309,8803,Walter Havill Dr After Ridgestone Ct (8803),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1289,8810,Walter Havill Dr At Civic 50 (8810),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1284,8806,Walter Havill Dr Before Civic 201 (8806),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1312,8811,Walter Havill Dr Before Civic 76 (8811),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS1310,8804,Walter Havill Dr Before Ridgepark Ln (8804),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3275,2180,Williams Lake Rd After Birchview Dr (2180),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3272,2177,Williams Lake Rd After Herring Cove Rd (2177),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3273,2178,Williams Lake Rd Before Lyons Ave (2178),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3276,2181,Williams Lake Rd Before Purcells Cove Rd (2181),SW Contract Zone 4,,PRI2,PRPAMAIN,
BS3274,2179,Williams Lake Rd Before Rainforth Ave (2179),SW Contract Zone 4,,PRI2,PRPAMAIN,
,,,,,,,
BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS2169,6092,Barrington St After Green St (6092),SW Contract Zone 5,,PRI2,EXPROSER,
BS2188,6111,Barrington St Before Inglis St (6111),SW Contract Zone 5,,PRI2,EXPROSER,
BS2189,6112,Barrington St Before Kent St (6112),SW Contract Zone 5,,PRI2,EXPROSER,
BS2174,6097,Barrington St Before South St (6097),SW Contract Zone 5,,PRI2,EXPROSER,
BS791,6207,Beaufort Ave After Inglis St (6207),SW Contract Zone 5,,PRI2,EXPROSER,
BS790,6206,Beaufort Ave After South St (6206),SW Contract Zone 5,,PRI2,EXPROSER,
BS792,6208,Beaufort Ave Before Inglis St (6208),SW Contract Zone 5,,PRI2,EXPROSER,
BS793,6209,Beaufort Ave Before Oakland Rd (6209),SW Contract Zone 5,,PRI2,EXPROSER,
BS794,6210,Beaufort Ave Before Oakland Rd (6210),SW Contract Zone 5,,PRI2,EXPROSER,
BS795,6211,Beaufort Ave Before South St (6211),SW Contract Zone 5,,PRI2,EXPROSER,
BS1859,6447,Coburg Rd After Lord Dalhousie Dr (6447),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS1865,6453,Coburg Rd After Oxford St (6453),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS1860,6448,Coburg Rd Before Henry St (6448),SW Contract Zone 5,,PRI2,EXPROSER,
BS1562,6454,Coburg Rd Before Henry St (6454),SW Contract Zone 5,,PRI2,EXPROSER,
BS1861,6449,Coburg Rd Before Lemarchant St (6449),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS1862,6450,Coburg Rd Before Lemarchant St (6450),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS1863,6451,Coburg Rd Before Lilac St (6451),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS1864,6452,Coburg Rd Before Robie St (6452),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS625,6961,Inglis St After Bellevue Ave (6961),SW Contract Zone 5,,PRI2,EXPROSER,
BS626,6962,Inglis St After Robie St (6962),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS629,6965,Inglis St At SMU (6965),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS627,6963,Inglis St Before Barrington St (6963),SW Contract Zone 5,,PRI2,EXPROSER,
BS628,6964,Inglis St Before Bellevue Ave (6964),SW Contract Zone 5,,PRI2,EXPROSER,
BS2648,6566,Inglis St Before McLean St (6566),SW Contract Zone 5,,PRI2,EXPROSER,
BS630,6966,Inglis St Before Robie St (6966),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS631,6967,Inglis St Before South Bland St (6967),SW Contract Zone 5,,PRI2,EXPROSER,
BS632,6968,Inglis St Before South Park St (6968),SW Contract Zone 5,,PRI2,EXPROSER,
BS831,6969,Inglis St Before Tower Rd (6969),SW Contract Zone 5,,PRI2,EXPROSER,
BS832,6970,Inglis St Before Tower Rd (6970),SW Contract Zone 5,,PRI2,EXPROSER,
BS624,6960,Inglis St Opposite SMU (6960),SW Contract Zone 5,,PRI2,EXPROSER,
BS833,6972,Inglis St Opposite South Bland St (6972),SW Contract Zone 5,,PRI2,EXPROSER,
BS1024,7144,Lemarchant St Before University Ave (7144),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS391,7246,Morris St After Birmingham St (7246),SW Contract Zone 5,,PRI2,EXPROSER,
BS1381,8884,Morris St Before Barrington St (8884),SW Contract Zone 5,,PRI2,EXPROSER,
BS856,7401,Oxford St After Coburg Rd (7401),SW Contract Zone 5,,PRI2,EXPROSER,
BS636,7409,Oxford St After Jubilee Rd (7409),SW Contract Zone 5,,PRI2,EXPROSER,
BS637,7410,Oxford St After Jubilee Rd (7410),SW Contract Zone 5,,PRI2,EXPROSER,
BS861,7412,Oxford St After Quinpool Rd (7412),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS863,7414,Oxford St At Civic 1350 (7414),SW Contract Zone 5,,PRI2,EXPROSER,
BS864,7415,Oxford St Before Edzell Castle Cir (7415),SW Contract Zone 5,,PRI2,EXPROSER,
BS858,7403,Oxford St Before Jennings St (7403),SW Contract Zone 5,,PRI2,EXPROSER,
BS633,7406,Oxford St Before Norwood St (7406),SW Contract Zone 5,,PRI2,EXPROSER,
BS868,7419,Oxford St Before Norwood St (7419),SW Contract Zone 5,,PRI2,EXPROSER,
BS870,7421,Oxford St Before Quinpool Rd (7421),SW Contract Zone 5,,PRI2,EXPROSER,
BS857,7402,Oxford St Before Waegwoltic Ave (7402),SW Contract Zone 5,,PRI2,EXPROSER,
BS649,8135,Quinpool Rd After Connaught Ave (8135),SW Contract Zone 5,,PRI2,EXPROSER,
BS650,8136,Quinpool Rd After Oxford St (8136),SW Contract Zone 5,,PRI2,EXPROSER,
BS940,8147,Quinpool Rd After Preston St (8147),SW Contract Zone 5,,PRI2,EXPROSER,
BS946,8153,Quinpool Rd At Civic 7111 (8153),SW Contract Zone 5,,PRI2,EXPROSER,
BS647,8133,Quinpool Rd Before Beech St (8133),SW Contract Zone 5,,PRI2,EXPROSER,
BS942,8149,Quinpool Rd Before Vernon St (8149),SW Contract Zone 5,,PRI2,EXPROSER,
BS943,8150,Quinpool Rd Before Windsor St (8150),SW Contract Zone 5,,PRI2,EXPROSER,
BS1175,8186,Robie St After Coburg Rd (8186),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS550,8195,Robie St After Jubilee Rd (8195),SW Contract Zone 5,,PRI2,EXPROSER,
BS1172,8183,Robie St After Pepperell St (8183),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS1835,8220,Robie St After South St (8220),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS1839,8225,Robie St After South St (8225),SW Contract Zone 5,,PRI2,EXPROSER,
BS545,8188,Robie St After University Ave (8188),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS549,8194,Robie St Before Bliss St (8194),SW Contract Zone 5,,PRI2,EXPROSER,
BS540,8196,Robie St Before Cedar St (8196),SW Contract Zone 5,,PRI2,EXPROSER,
BS786,6202,Robie St Before Oakland Rd (6202),SW Contract Zone 5,,PRI2,EXPROSER,
BS245,8306,South Park St After Fenwick St (8306),SW Contract Zone 5,,PRI2,EXPROSER,
BS254,8315,South Park St After Fenwick St (8315),SW Contract Zone 5,,PRI2,EXPROSER,
BS246,8307,South Park St After South St (8307),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS249,8310,South Park St Before Inglis St (8310),SW Contract Zone 5,,PRI2,EXPROSER,STAND ALONE
BS250,8311,South Park St Before South St (8311),SW Contract Zone 5,,PRI2,EXPROSER,
BS253,8314,South Park St Before Victoria Rd (8314),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS255,8316,South St After Cartaret St (8316),SW Contract Zone 5,,PRI2,EXPROSER,
BS164,8292,South St After Queen St (8292),SW Contract Zone 5,,PRI2,EXPROSER,
BS235,8296,South St After Robie St (8296),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS234,8295,South St After South Park St (8295),SW Contract Zone 5,,PRI2,EXPROSER,
BS243,8304,South St After Studley Ave (8304),SW Contract Zone 5,,PRI2,EXPROSER,
BS165,8293,South St Before Barrington St (8293),SW Contract Zone 5,,PRI2,EXPROSER,
BS166,8294,South St Before Church St (8294),SW Contract Zone 5,,PRI2,EXPROSER,
BS256,8317,South St Before Edward St (8317),SW Contract Zone 5,,PRI2,EXPROSER,
BS237,8298,South St Before I.W.K Hospital (8298),SW Contract Zone 5,,PRI2,EXPROSER,
BS238,8299,South St Before Queen St (8299),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS236,8297,South St Before Robie St (8297),SW Contract Zone 5,,PRI2,EXPROSER,
BS239,8300,South St Before South Park St (8300),SW Contract Zone 5,,PRI2,EXPROSER,
BS163,8291,South St Before Studley Ave (8291),SW Contract Zone 5,,PRI2,EXPROSER,
BS240,8301,South St Before Tower Rd (8301),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS244,8305,South St Before Tower Rd (8305),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS241,8302,South St Opposite Cartaret St (8302),SW Contract Zone 5,,PRI2,EXPROSER,
BS242,8303,South St Opposite I.W.K Hospital (8303),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS897,8402,Tower Rd After Atlantic St (8402),SW Contract Zone 5,,PRI2,EXPROSER,
BS896,8401,Tower Rd After Rogers Dr (8401),SW Contract Zone 5,,PRI2,EXPROSER,
BS898,8403,Tower Rd At Atlantic St (8403),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS899,8404,Tower Rd At Harbourview Dr (8404),SW Contract Zone 5,,PRI2,EXPROSER,
BS900,8405,Tower Rd At Ogilvie St (8405),SW Contract Zone 5,,PRI2,EXPROSER,
BS904,8409,Tower Rd At Tower Rd Turning Loop (8409),SW Contract Zone 5,,PRI2,EXPROSER,
BS903,8408,Tower Rd Before Inglis St (8408),SW Contract Zone 5,,PRI2,EXPROSER,
BS901,8406,Tower Rd Before Point Pleasant Dr (8406),SW Contract Zone 5,,PRI2,EXPROSER,
BS902,8407,Tower Rd Opposite Harbourview Dr (8407),SW Contract Zone 5,,PRI2,EXPROSER,
BS1380,8883,University Ave After Robie St (8883),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
BS992,8411,University Ave After Summer St (8411),SW Contract Zone 5,,PRI2,EXPROSER,SHELTER
,,,,,,,
BUSSTOPID,STOP NUMBER,LOCATION,WINTER MAINTENANCE ZONE,WINTER MAINTENANCE ROUTE,WINTER MAINTENANCE LEVEL OF SERVICE,WINTER MAINTENANCE RESPONSIBILITY,COMMENTS
BS782,6198,Bayers Rd After Barnstead Ln (6198),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS377,6195,Bayers Rd After Oxford St (6195),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS781,6197,Bayers Rd After Romans Ave (6197),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS374,6192,Bayers Rd After Windsor St (6192),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS376,6194,Bayers Rd At Bayers Rd Centre (6194),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS375,6193,Bayers Rd Before Coleman Ct (6193),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS785,6201,Bayers Rd Before Connolly St (6201),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS787,6203,Bayers Rd Before Connolly St (6203),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS378,6196,Bayers Rd Before Oxford St (6196),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS373,6191,Bayers Rd Before Windsor St (6191),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS783,6199,Bayers Rd Opposite Vaughan Ave (6199),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS1792,6643,Bedford Windsor Ramp Before Windsor St (6643),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2041,6399,Chebucto Rd After Armdale Rotary (6399),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2044,6402,Chebucto Rd After Dublin St (6402),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2038,6396,Chebucto Rd After Oxford St (6396),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2039,6397,Chebucto Rd After Oxford St (6397),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2040,6398,Chebucto Rd After Phillip St (6398),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2042,6400,Chebucto Rd After Saint Matthias St (6400),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2052,6410,Chebucto Rd Before Armdale Rotary (6410),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2045,6403,Chebucto Rd Before Benjamin Green Dr (6403),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2046,6404,Chebucto Rd Before Connaught Ave (6404),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2047,6405,Chebucto Rd Before Connolly St (6405),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2043,6401,Chebucto Rd Before Dublin St (6401),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2048,6406,Chebucto Rd Before Elm St (6406),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2056,6415,Chebucto Rd Before Joseph St (6415),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2049,6407,Chebucto Rd Before Newton Ave (6407),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2050,6408,Chebucto Rd Before Philip St (6408),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2051,6409,Chebucto Rd Before Quinn St (6409),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2053,6411,Chebucto Rd Before Roosevelt Dr (6411),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2054,6413,Chebucto Rd Opposite Benjamin Green Dr (6413),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2055,6414,Chebucto Rd Opposite Quinn St (6414),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS1352,6412,Chebucto Rd Opposite St Matthias St (6412),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS1563,6455,Cogswell St Before Gottingen St (6455),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2319,6496,Connaught Ave After Chester Ave (6496),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2315,6492,Connaught Ave After Chisholm Ave (6492),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2322,6499,Connaught Ave After Chisholm Ave (6499),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2318,6495,Connaught Ave After Oak St (6495),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2316,6493,Connaught Ave After Regent Rd (6493),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2317,6494,Connaught Ave After Third St (6494),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2323,6500,Connaught Ave Before Bayers Rd (6500),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2320,6497,Connaught Ave Before Chester Ave (6497),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2321,6498,Connaught Ave Before Roslyn Rd (6498),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2156,6563,Desmond Ave After Bayers Rd (6563),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2157,6564,Desmond Ave Before Bayers Rd (6564),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2158,6565,Desmond Ave Before Scot St (6565),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2480,6618,East Perimeter Rd 2nd Stop (6618),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2479,6617,East Perimeter Rd After Mumford Rd (6617),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2481,6619,East Perimeter Rd Before Bayers Rd (6619),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2483,6621,East Perimeter Rd Before Mumford Rd (6621),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2482,6620,East Perimeter Rd Before Parkade (6620),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS1793,6644,Fairview Overpass After Main Ave (6644),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS840,6980,Joseph Howe Dr After Abbott Dr (6980),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2004,7006,Joseph Howe Dr After Clinton Ave (7006),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS674,6982,Joseph Howe Dr After Dutch Village Rd (6982),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS1981,6610,Joseph Howe Dr After Mumford Rd (6610),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS982,7011,Joseph Howe Dr After Murdoch Ave (7011),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS981,7010,Joseph Howe Dr After Walton Dr (7010),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS979,7008,Joseph Howe Dr At Civic 2668 (7008),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS839,6979,Joseph Howe Dr Before Abbott Dr (6979),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2003,7005,Joseph Howe Dr Before Ascot Ave (7005),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS673,6981,Joseph Howe Dr Before Bayers Rd (6981),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2002,7004,Joseph Howe Dr Before Craigmore Dr (7004),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS676,6984,Joseph Howe Dr Before Dutch Village Rd (6984),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS2005,7007,Joseph Howe Dr Before Lexington Ave (7007),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS1983,6612,Joseph Howe Dr Before Mumford Rd (6612),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS677,6985,Joseph Howe Dr Before Scot St (6985),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS2353,6986,Joseph Howe Dr Before Scot St (6986),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS980,7009,Joseph Howe Dr Before Springvale Ave (7009),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS89,7275,Mumford Rd After Chebucto Rd (7275),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS91,7277,Mumford Rd After Olivet St (7277),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS93,7280,Mumford Rd Before Ashburn Ave (7280),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS88,7274,Mumford Rd Before Leppert St (7274),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS94,7281,Mumford Rd Before Ralston Ave (7281),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS92,7279,Mumford Rd Opposite Hemlock St (7279),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS96,7283,Mumford Rd Opposite St Agnes School (7283),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS325,7344,North St Before Dublin St (7344),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS326,7345,North St Before Dublin St (7345),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS336,7355,North St Before Oxford St (7355),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS364,7356,North St Before Oxford St (7356),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS365,7357,North St Before Windsor St (7357),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS859,7404,Oxford St After Allan St (7404),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS634,7407,Oxford St After Almon St (7407),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS635,7408,Oxford St After Almon St (7408),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS638,7411,Oxford St After North St (7411),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS869,7420,Oxford St After Oak St (7420),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS862,7413,Oxford St Before Bayers Rd (7413),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS860,7405,Oxford St Before Berlin St (7405),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS865,7416,Oxford St Before Liverpool St (7416),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS866,7417,Oxford St Before Liverpool St (7417),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS867,7418,Oxford St Before North St (7418),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS871,7422,Oxford St Before Summit St (7422),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS1546,7423,Oxford St Before Young St (7423),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS651,8137,Quinpool Rd After Oxford St (8137),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS652,8138,Quinpool Rd After Quingate Pl (8138),SW Contract Zone 6,Route A,PRI2,LEAHLAND,SHELTER
BS653,8139,Quinpool Rd At Civic 7137 (8139),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
BS941,8148,Quinpool Rd At Preston St (8148),SW Contract Zone 6,Route A,PRI2,LEAHLAND,
